START_YR,TERM_DT,START_DT,YEARS_ACTIVE,EZ_PAY,MARRIED,WIDOWED,DIVORCED,SINGLE,UNKNOWN,ONLINE_ACCT,ACCIDENT_FORGIVE,MULTIPOLICY,SERVICE_ACCT,AGENT_ACCT,REQUESTED_ACCT,ACCD_DT,PAID_OUT,HAS_ACCIDENT,YRS_TILL_FIRST_CLAIM,POLICY_NBR_SCRUB
1991,,1991-03-26,34.333333333333336,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,43
1989,,1989-07-03,36.0,0,1,0,0,0,0,1,1,1,0,1,0,2023-09-26,3467.17,1,34.166666666666664,84
2017,,2017-08-24,7.916666666666667,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,289
2018,,2018-01-30,7.5,1,1,0,0,0,0,1,1,0,0,1,0,2022-09-05,11491.16,1,4.666666666666667,305
2020,,2020-02-11,5.416666666666667,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,776
2020,,2020-04-02,5.25,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,820
2020,,2020-08-01,4.916666666666667,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,944
2020,,2020-12-04,4.583333333333333,1,1,0,0,0,0,1,0,1,0,1,0,2023-09-10,135.9,1,2.75,1098
2021,,2021-04-16,4.25,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,1331
2021,,2021-05-10,4.166666666666667,1,1,0,0,0,0,1,0,0,0,1,0,,,0,,1369
2021,,2021-06-12,4.083333333333333,1,0,0,0,1,0,1,1,1,0,1,0,2023-11-28,61.23,1,2.4166666666666665,1374
2019,,2019-09-03,5.833333333333333,0,1,0,0,0,0,1,0,1,0,1,0,2022-06-27,-135.34000000000003,1,2.75,1593
2021,,2021-09-23,3.8333333333333335,1,0,0,1,0,0,1,0,1,0,1,0,2024-09-03,25000.0,1,3.0,1629
2021,,2021-11-22,3.6666666666666665,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,1745
2021,,2021-11-24,3.6666666666666665,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,1747
2022,,2022-01-17,3.5,1,0,0,0,1,0,1,0,1,0,1,0,2023-08-20,0.0,1,1.5833333333333333,1781
2022,,2022-06-23,3.0833333333333335,1,1,0,0,0,0,1,0,1,0,1,0,2022-10-19,10871.96,1,0.33333333333333331,1959
2022,,2022-06-25,3.0833333333333335,1,1,0,0,0,0,1,0,1,0,1,0,2023-02-03,79.4,1,0.66666666666666663,1979
2022,,2022-11-17,2.6666666666666665,0,0,0,0,1,0,1,0,0,0,1,0,,,0,,2426
2023,,2023-01-06,2.5,1,0,0,0,1,0,1,0,1,0,1,0,2024-06-15,24175.96,1,1.4166666666666667,2563
2023,,2023-01-17,2.5,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,2583
2023,,2023-02-17,2.4166666666666665,1,1,0,0,0,0,1,0,1,0,1,0,2024-01-28,393.0,1,0.91666666666666663,2727
2023,,2023-03-21,2.3333333333333335,1,1,0,0,0,0,1,0,1,0,1,0,2024-10-19,2153.71,1,1.5833333333333333,2838
2023,,2023-03-23,2.3333333333333335,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,2849
2023,,2023-04-11,2.25,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,2941
2023,,2023-05-03,2.1666666666666665,1,0,1,0,0,0,1,0,1,0,1,0,,,0,,3068
2023,,2023-06-01,2.0833333333333335,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,3259
2023,,2023-06-15,2.0833333333333335,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,3298
2023,,2023-07-31,2.0,0,0,0,0,1,0,1,0,0,0,1,0,2023-08-18,35493.570000000007,1,0.083333333333333329,3500
2023,,2023-08-16,1.9166666666666667,1,1,0,0,0,0,1,1,0,0,1,0,,,0,,3601
2023,,2023-10-01,1.75,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,3729
2023,,2023-09-27,1.8333333333333333,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,3836
2023,,2023-09-29,1.8333333333333333,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,3844
2023,,2023-10-17,1.75,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,3936
2023,,2023-10-20,1.75,1,1,0,0,0,0,1,1,1,0,1,0,2023-11-14,11382.970000000001,1,0.083333333333333329,3955
2023,,2023-10-27,1.75,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,3981
2023,,2023-11-27,1.6666666666666667,1,0,0,0,1,0,1,0,1,0,1,0,2024-04-20,9411.42,1,0.41666666666666669,4133
2023,,2023-12-15,1.5833333333333333,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,4195
2024,,2024-03-07,1.3333333333333333,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,4542
2024,,2024-03-08,1.3333333333333333,1,0,0,0,1,0,1,0,0,0,1,0,,,0,,4554
2024,,2024-03-08,1.3333333333333333,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,4555
2024,,2024-03-13,1.3333333333333333,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,4573
2024,,2024-03-26,1.3333333333333333,0,0,0,0,1,0,1,0,1,0,1,0,,,0,,4641
2024,,2024-04-25,1.25,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,4773
2024,,2024-05-10,1.1666666666666667,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,4827
2024,,2024-05-15,1.1666666666666667,1,0,0,0,1,0,1,1,1,0,1,0,,,0,,4841
2024,,2024-05-11,1.1666666666666667,0,1,0,0,0,0,1,0,0,0,1,0,,,0,,4856
2024,,2024-06-05,1.0833333333333333,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,4924
2024,,2024-07-11,1.0,1,1,0,0,0,0,0,0,1,0,1,0,,,0,,5037
2024,,2024-07-17,1.0,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,5063
2009,,2009-05-06,16.166666666666668,0,1,0,0,0,0,0,0,1,0,1,0,,,0,,5678
2011,,2011-04-29,14.25,1,0,0,1,0,0,1,1,1,0,1,0,,,0,,5755
1982,,1982-05-16,43.166666666666664,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,89
1994,,1994-11-23,30.666666666666668,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,107
1999,,1999-04-07,26.25,0,0,0,1,0,0,1,1,1,0,0,1,,,0,,167
2016,,2016-09-21,8.8333333333333339,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,248
2018,,2018-09-24,6.833333333333333,1,1,0,0,0,0,1,1,1,0,1,0,2022-11-19,10374.09,1,4.166666666666667,375
2018,,2018-10-26,6.75,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,409
2019,,2019-02-11,6.416666666666667,0,1,0,0,0,0,1,0,1,0,1,0,2023-08-21,50.0,1,4.5,478
2019,,2019-04-13,6.25,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,523
2019,,2019-07-29,6.0,1,1,0,0,0,0,1,1,1,0,1,0,2024-09-09,40.37,1,5.166666666666667,598
2020,,2020-03-19,5.333333333333333,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,808
2020,,2020-05-07,5.166666666666667,1,1,0,0,0,0,1,1,1,0,1,0,2023-02-03,300.3,1,2.75,863
2020,,2020-07-16,5.0,1,0,1,0,0,0,1,1,1,0,1,0,,,0,,932
2015,,2015-07-07,10.0,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,934
2020,,2020-10-26,4.75,0,0,0,0,1,0,1,0,1,0,1,0,,,0,,1048
2021,,2021-01-11,4.5,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,1164
2021,,2021-02-07,4.416666666666667,1,1,0,0,0,0,0,0,1,0,1,0,,,0,,1199
2021,,2021-05-19,4.166666666666667,0,0,0,1,0,0,1,1,1,0,1,0,,,0,,1392
2021,,2021-09-16,3.8333333333333335,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,1621
2022,,2022-04-01,3.25,1,1,0,0,0,0,1,1,1,0,1,0,2023-01-15,13060.92,1,0.75,1840
2022,,2022-09-02,2.8333333333333335,1,1,0,0,0,0,1,1,0,0,1,0,2023-05-31,5984.14,1,0.66666666666666663,2150
2022,,2022-10-19,2.75,0,0,0,0,1,0,1,1,1,0,1,0,,,0,,2362
2023,,2023-02-14,2.4166666666666665,1,1,0,0,0,0,0,0,0,0,1,0,,,0,,2696
2023,,2023-03-15,2.3333333333333335,1,1,0,0,0,0,1,0,1,0,1,0,2023-04-03,39.0,1,0.083333333333333329,2826
2023,,2023-03-18,2.3333333333333335,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,2857
2023,,2023-04-13,2.25,0,1,0,0,0,0,1,0,1,0,1,0,2024-09-14,14252.76,1,1.4166666666666667,2957
2023,,2023-04-09,2.25,0,0,0,0,1,0,1,1,1,0,1,0,2024-09-16,27069.44,1,1.4166666666666667,2970
2023,,2023-04-17,2.25,1,1,0,0,0,0,1,1,1,0,1,0,2024-12-02,493.67,1,1.6666666666666667,2978
2019,,2019-04-26,6.25,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,2988
2023,,2023-05-09,2.1666666666666665,1,1,0,0,0,0,1,0,1,0,1,0,2023-06-12,3114.25,1,0.083333333333333329,3112
2023,,2023-05-24,2.1666666666666665,0,0,0,0,1,0,1,0,1,0,1,0,2023-09-03,615.0,1,0.33333333333333331,3199
2023,,2023-05-23,2.1666666666666665,1,0,0,0,1,0,0,1,1,0,1,0,2023-08-09,10338.11,1,0.25,3201
2023,,2023-06-16,2.0833333333333335,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,3302
2023,,2023-06-30,2.0833333333333335,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,3366
2023,,2023-07-05,2.0,1,0,0,0,1,0,1,0,1,0,1,0,2024-10-28,0.0,1,1.25,3396
2023,,2023-07-28,2.0,1,1,0,0,0,0,1,0,1,0,1,0,2023-09-08,20126.91,1,0.16666666666666666,3488
2023,,2023-07-26,2.0,0,0,0,0,1,0,1,0,1,0,1,0,,,0,,3504
2023,,2023-08-07,1.9166666666666667,1,1,0,0,0,0,1,0,1,0,1,0,2024-03-28,210.0,1,0.58333333333333337,3553
2023,,2023-08-08,1.9166666666666667,1,1,0,0,0,0,1,0,1,0,1,0,2024-03-06,854.4,1,0.58333333333333337,3559
2023,,2023-08-17,1.9166666666666667,1,1,0,0,0,0,1,0,1,0,1,0,2024-02-28,461.08,1,0.5,3609
2023,,2023-08-25,1.9166666666666667,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,3673
2023,,2023-09-22,1.8333333333333333,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,3822
2023,,2023-09-22,1.8333333333333333,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,3824
2023,,2023-10-10,1.75,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,3903
2023,,2023-10-17,1.75,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,3930
2023,,2023-10-19,1.75,1,0,0,0,1,0,1,1,1,0,1,0,,,0,,3962
2023,,2023-11-06,1.6666666666666667,1,1,0,0,0,0,1,1,1,0,1,0,2024-04-11,133.8,1,0.41666666666666669,4048
2023,,2023-11-20,1.6666666666666667,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,4115
2023,,2023-12-12,1.5833333333333333,1,0,0,1,0,0,1,1,1,0,1,0,,,0,,4188
2023,,2023-12-27,1.5833333333333333,1,1,0,0,0,0,1,0,1,0,1,0,2024-06-17,1583.6100000000001,1,0.5,4260
2024,,2024-01-05,1.5,0,0,0,0,1,0,1,0,1,0,1,0,,,0,,4269
2024,,2024-01-10,1.5,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,4316
2024,,2024-02-26,1.4166666666666667,1,0,0,1,0,0,1,0,1,0,1,0,,,0,,4484
2024,,2024-03-17,1.3333333333333333,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,4592
2024,,2024-07-04,1.0,1,0,0,1,0,0,1,0,1,0,1,0,2024-10-10,45.0,1,0.25,5006
2024,,2024-07-27,1.0,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,5132
2024,,2024-08-13,0.91666666666666663,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,5183
2024,,2024-08-16,0.91666666666666663,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,5206
2024,,2024-08-20,0.91666666666666663,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,5225
2012,,2012-08-29,12.916666666666666,1,0,0,0,1,0,1,1,1,0,1,0,,,0,,5340
2024,,2024-09-15,0.83333333333333337,1,0,0,0,1,0,1,1,1,0,1,0,,,0,,5353
2024,,2024-09-18,0.83333333333333337,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,5420
1991,,1991-12-24,33.583333333333336,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,5488
2002,,2002-10-20,22.75,0,0,0,1,0,0,0,0,0,0,0,1,,,0,,5504
2007,,2007-06-22,18.083333333333332,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,5612
2009,,2009-10-24,15.75,1,0,0,1,0,0,1,1,1,0,1,0,,,0,,5693
2011,,2011-05-13,14.166666666666666,1,0,0,1,0,0,0,0,0,0,1,0,,,0,,5754
2012,,2012-11-27,12.666666666666666,0,0,0,0,1,0,1,0,1,0,0,1,,,0,,5812
2013,,2013-07-03,12.0,0,1,0,0,0,0,1,0,0,0,1,0,,,0,,5831
2018,,2018-10-17,6.75,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,389
2018,,2018-12-29,6.583333333333333,1,0,1,0,0,0,1,0,1,0,1,0,2024-09-01,1674.31,1,5.75,436
2019,,2019-01-18,6.5,1,0,1,0,0,0,0,0,0,0,1,0,2023-05-23,100.0,1,4.333333333333333,463
2019,,2019-03-28,6.333333333333333,1,0,0,1,0,0,1,0,0,0,1,0,,,0,,505
2019,,2019-04-01,6.25,1,1,0,0,0,0,1,1,1,0,1,0,2023-08-26,55.2,1,4.333333333333333,506
2019,,2019-06-07,6.083333333333333,1,1,0,0,0,0,1,1,1,0,1,0,2022-09-16,-2985.07,1,3.25,563
2019,,2019-07-12,6.0,1,1,0,0,0,0,1,1,0,0,1,0,2024-01-26,14815.890000000001,1,4.5,576
2019,,2019-11-04,5.666666666666667,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,707
2020,,2020-03-05,5.333333333333333,0,1,0,0,0,0,1,1,1,0,1,0,2022-11-02,1536.97,1,2.6666666666666665,791
2020,,2020-08-10,4.916666666666667,0,0,0,0,1,0,1,0,0,0,1,0,,,0,,956
2020,,2020-12-24,4.583333333333333,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,1129
2020,,2020-12-29,4.583333333333333,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,1151
2021,,2021-03-04,4.333333333333333,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,1257
2021,,2021-04-13,4.25,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,1323
2021,,2021-05-19,4.166666666666667,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,1391
2021,,2021-08-05,3.9166666666666665,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,1525
2021,,2021-07-31,4.0,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,1528
2021,,2021-09-15,3.8333333333333335,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,1606
2021,,2021-12-22,3.5833333333333335,0,0,0,0,1,0,1,0,0,0,1,0,,,0,,1778
2022,,2022-03-16,3.3333333333333335,1,1,0,0,0,0,1,1,1,0,1,0,2024-08-13,6289.09,1,2.4166666666666665,1826
2022,,2022-07-09,3.0,0,0,1,0,0,0,1,0,1,0,1,0,,,0,,2012
2022,,2022-08-25,2.9166666666666665,1,1,0,0,0,0,1,0,1,0,1,0,2022-09-27,11534.39,1,0.083333333333333329,2122
2022,,2022-09-15,2.8333333333333335,1,1,0,0,0,0,1,0,1,0,1,0,2023-01-30,300.0,1,0.33333333333333331,2225
2022,,2022-09-24,2.8333333333333335,1,1,0,0,0,0,1,0,1,0,1,0,2022-10-14,4056.3500000000004,1,0.083333333333333329,2267
2022,,2022-09-28,2.8333333333333335,1,1,0,0,0,0,1,0,0,0,1,0,,,0,,2282
2022,,2022-11-17,2.6666666666666665,1,0,1,0,0,0,1,0,1,0,1,0,,,0,,2428
2023,,2023-03-16,2.3333333333333335,1,0,0,1,0,0,1,0,1,0,1,0,2024-01-29,16561.0,1,0.83333333333333337,2828
2023,,2023-03-21,2.3333333333333335,1,0,0,0,1,0,1,0,1,0,1,0,2023-07-19,25361.730000000003,1,0.33333333333333331,2866
2023,,2023-03-31,2.3333333333333335,0,1,0,0,0,0,1,0,0,0,1,0,,,0,,2894
2023,,2023-04-04,2.25,1,0,0,0,1,0,1,1,1,0,1,0,2024-03-28,12687.72,1,0.91666666666666663,2902
2023,,2023-04-26,2.25,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,2975
2023,,2023-04-19,2.25,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,2990
2023,,2023-05-10,2.1666666666666665,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,3115
2023,,2023-06-07,2.0833333333333335,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,3257
2023,,2023-07-24,2.0,1,0,1,0,0,0,1,1,1,0,1,0,2023-07-31,60.0,1,0.0,3465
2023,,2023-08-25,1.9166666666666667,1,1,0,0,0,0,0,0,1,0,1,0,,,0,,3672
2023,,2023-10-16,1.75,0,0,0,0,1,0,1,1,1,0,1,0,,,0,,3926
2023,,2023-11-07,1.6666666666666667,0,1,0,0,0,0,1,1,1,0,1,0,2024-08-02,100.0,1,0.75,4032
2023,,2023-11-10,1.6666666666666667,1,1,0,0,0,0,1,0,0,0,1,0,,,0,,4077
2023,,2023-11-27,1.6666666666666667,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,4132
2024,,2024-01-09,1.5,1,0,0,1,0,0,1,0,1,0,1,0,,,0,,4312
2024,,2024-01-26,1.5,1,0,0,0,1,0,1,0,1,0,1,0,2024-02-02,15084.36,1,0.083333333333333329,4369
2024,,2024-02-01,1.4166666666666667,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,4384
2024,,2024-04-05,1.25,1,1,0,0,0,0,1,0,0,0,1,0,,,0,,4689
2024,,2024-04-17,1.25,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,4735
2024,,2024-06-21,1.0833333333333333,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,4969
2024,,2024-08-28,0.91666666666666663,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,5279
2024,,2024-08-28,0.91666666666666663,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,5286
2024,,2024-09-05,0.83333333333333337,1,0,0,1,0,0,1,0,1,0,1,0,,,0,,5330
2009,,2009-08-12,15.916666666666666,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,5687
2011,,2011-07-12,14.0,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,5763
2015,,2015-05-26,10.166666666666666,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,5909
1988,,1988-01-26,37.5,0,0,0,1,0,0,1,0,1,0,1,0,,,0,,147
2009,,2009-07-20,16.0,1,1,0,0,0,0,1,1,1,0,1,0,2023-01-16,1175.23,1,13.5,279
2018,,2018-06-27,7.083333333333333,1,0,0,1,0,0,1,0,1,0,1,0,,,0,,338
2018,,2018-10-26,6.75,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,408
2018,,2018-11-13,6.666666666666667,0,1,0,0,0,0,1,0,1,0,1,0,2023-12-04,6899.2099999999991,1,5.083333333333333,428
2019,,2019-03-26,6.333333333333333,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,502
2019,,2019-04-30,6.25,1,1,0,0,0,0,1,0,1,0,1,0,2024-08-01,27.0,1,5.333333333333333,531
2019,,2019-08-02,5.916666666666667,0,1,0,0,0,0,1,0,1,0,1,0,2024-03-01,25000.0,1,4.583333333333333,608
2019,,2019-08-23,5.916666666666667,0,0,1,0,0,0,1,0,1,0,1,0,,,0,,638
2019,,2019-12-23,5.583333333333333,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,745
2020,,2020-07-09,5.0,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,926
2020,,2020-09-25,4.833333333333333,1,0,0,0,1,0,1,1,1,0,1,0,,,0,,1002
2020,,2020-10-07,4.75,1,0,0,0,1,0,1,1,1,0,1,0,2024-06-16,14688.32,1,3.6666666666666665,1021
2020,,2020-10-09,4.75,0,1,0,0,0,0,1,1,1,0,1,0,2023-04-28,282.95,1,2.5,1029
2020,,2020-11-02,4.666666666666667,1,1,0,0,0,0,1,1,1,0,1,0,2022-11-14,-9936.92,1,2.0,1055
2020,,2020-12-04,4.583333333333333,1,1,0,0,0,0,1,0,1,0,1,0,2023-06-20,83.2,1,2.5,1096
2021,,2021-01-28,4.5,1,1,0,0,0,0,1,1,1,0,1,0,2023-12-29,22456.25,1,2.9166666666666665,1189
2021,,2021-05-31,4.166666666666667,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,1407
2021,,2021-06-29,4.083333333333333,1,1,0,0,0,0,1,0,1,0,0,1,,,0,,1453
2021,,2021-10-08,3.75,0,0,0,0,1,0,1,0,1,0,1,0,2022-06-02,25000.0,1,0.66666666666666663,1667
2021,,2021-11-01,3.6666666666666665,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,1696
2022,,2022-02-04,3.4166666666666665,1,1,0,0,0,0,1,1,1,0,1,0,2024-08-20,0.0,1,2.5,1787
2022,,2022-04-23,3.25,1,0,0,0,1,0,1,0,1,0,1,0,2023-01-09,100.0,1,0.75,1872
2022,,2022-08-11,2.9166666666666665,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,2086
2022,,2022-08-20,2.9166666666666665,1,1,0,0,0,0,1,0,0,0,1,0,2024-11-04,8592.37,1,2.25,2129
2022,,2022-09-13,2.8333333333333335,0,0,0,0,1,0,1,0,1,0,1,0,,,0,,2207
2022,,2022-09-16,2.8333333333333335,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,2234
2022,,2022-10-10,2.75,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,2313
2022,,2022-11-22,2.6666666666666665,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,2346
2015,,2015-12-08,9.5833333333333339,1,1,0,0,0,0,1,1,1,0,1,0,2023-04-08,593.91,1,7.333333333333333,2518
2023,,2023-02-02,2.4166666666666665,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,2645
2023,,2023-03-10,2.3333333333333335,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,2806
2023,,2023-03-22,2.3333333333333335,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,2840
2023,,2023-03-24,2.3333333333333335,0,0,0,0,1,0,1,1,0,0,1,0,2023-04-08,25286.35,1,0.083333333333333329,2860
2023,,2023-04-01,2.25,1,1,0,0,0,0,1,0,1,0,1,0,2023-04-06,45737.03,1,0.0,2890
2023,,2023-05-05,2.1666666666666665,1,0,1,0,0,0,1,1,1,0,1,0,,,0,,3088
2023,,2023-06-01,2.0833333333333335,1,1,0,0,0,0,1,1,1,0,1,0,2024-06-19,2865.23,1,1.0,3221
2023,,2023-07-05,2.0,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,3395
2023,,2023-07-12,2.0,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,3416
2023,,2023-10-06,1.75,1,0,1,0,0,0,0,0,1,0,1,0,,,0,,3893
2023,,2023-10-12,1.75,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,3909
2023,,2023-10-17,1.75,0,1,0,0,0,0,1,1,0,0,1,0,2024-01-11,483.19,1,0.25,3932
2023,,2023-10-20,1.75,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,3957
2023,,2023-11-17,1.6666666666666667,0,0,0,0,1,0,1,0,1,0,1,0,,,0,,4104
2023,,2023-11-17,1.6666666666666667,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,4106
2023,,2023-11-29,1.6666666666666667,1,0,0,1,0,0,1,0,1,0,1,0,2023-12-18,125.0,1,0.083333333333333329,4145
2024,,2024-01-05,1.5,0,0,0,0,1,0,1,1,1,0,1,0,2024-02-20,53414.44999999999,1,0.083333333333333329,4295
2024,,2024-01-26,1.5,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,4367
2024,,2024-02-14,1.4166666666666667,1,0,0,0,1,0,1,0,1,0,1,0,2024-05-15,13063.759999999998,1,0.25,4442
2024,,2024-02-27,1.4166666666666667,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,4492
2024,,2024-02-27,1.4166666666666667,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,4493
2024,,2024-03-07,1.3333333333333333,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,4541
2024,,2024-05-01,1.1666666666666667,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,4777
2024,,2024-05-23,1.1666666666666667,0,1,0,0,0,0,1,1,1,0,1,0,2024-05-24,67116.069999999992,1,0.0,4875
2024,,2024-06-19,1.0833333333333333,0,0,0,0,1,0,1,0,1,0,1,0,,,0,,4973
2024,,2024-08-30,0.91666666666666663,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,5303
2024,,2024-09-16,0.83333333333333337,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,5402
2024,,2024-09-19,0.83333333333333337,1,0,0,1,0,0,0,1,1,0,1,0,,,0,,5430
2024,,2024-10-19,0.75,1,0,0,0,1,0,0,0,1,0,1,0,,,0,,5463
2003,,2003-10-08,21.75,0,1,0,0,0,0,1,0,1,0,1,0,,,0,,5523
2004,,2004-02-12,21.416666666666668,1,0,1,0,0,0,1,1,1,0,1,0,2020-11-05,80456.43,1,16.75,5530
2006,,2006-05-02,19.166666666666668,0,0,0,1,0,0,1,1,1,0,1,0,2023-05-30,31669.3,1,17.0,5577
1987,,1987-10-27,37.75,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,5701
2012,,2012-05-01,13.166666666666666,0,1,0,0,0,0,1,1,1,0,1,0,,,0,,5790
2014,,2014-09-03,10.833333333333334,0,1,0,0,0,0,1,0,1,0,1,0,2023-01-31,104482.27,1,8.3333333333333339,5882
1978,,1978-03-05,47.333333333333336,0,1,0,0,0,0,0,1,1,0,1,0,,,0,,24
2000,,2000-04-19,25.25,0,0,0,0,1,0,1,0,0,0,1,0,2024-03-12,19954.65,1,23.916666666666668,195
2019,,2019-04-30,6.25,1,1,0,0,0,0,1,0,1,0,1,0,2023-06-14,4700.36,1,4.166666666666667,533
2019,,2019-07-31,6.0,1,0,0,1,0,0,1,0,1,0,1,0,,,0,,602
2020,,2020-05-08,5.166666666666667,1,1,0,0,0,0,1,0,1,0,1,0,2023-05-09,2391.3,1,3.0,865
2006,,2006-05-15,19.166666666666668,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,869
2020,,2020-12-23,4.583333333333333,1,1,0,0,0,0,1,1,1,0,1,0,,,0,,1127
2021,,2021-01-12,4.5,0,1,0,0,0,0,1,1,1,0,1,0,2024-10-19,2467.45,1,3.75,1169
2021,,2021-02-12,4.416666666666667,1,0,0,1,0,0,1,0,1,0,1,0,2023-07-26,13.200000000000728,1,2.4166666666666665,1215
2021,,2021-06-03,4.083333333333333,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,1419
2021,,2021-09-01,3.8333333333333335,1,0,0,0,1,0,1,0,1,0,1,0,,,0,,1521
2021,,2021-08-27,3.9166666666666665,1,1,0,0,0,0,1,0,1,0,1,0,,,0,,1561
2021,,2021-09-24,3.8333333333333335,0,0,0,0,1,0,1,0,1,0,1,0,,,0,,1640
